DateTime,Location,Temperature_C,Humidity_Percent,Pressure_hPa,Pressure_Missing,Hour_Sin,Hour_Cos,DayOfYear_Sin,DayOfYear_Cos,Temperature_Diff,Humidity_Diff,Pressure_Diff,Temperature_AbsDiff,Humidity_AbsDiff,Pressure_AbsDiff,Temperature_RollingMean,Humidity_RollingMean,Pressure_RollingMean,Temperature_RollingStd,Humidity_RollingStd,Pressure_RollingStd,Temperature_Deviation,Humidity_Deviation,Pressure_Deviation,Temperature_LocalZ,Humidity_LocalZ,Pressure_LocalZ
2025-01-01 00:00:00,Chennai,24.0,94.71996347442106,1012.9,0,0.0,1.0,0.017213356155834685,0.9998518392091162,0.8000000000000007,-9.749125657128204,2.5,0.8000000000000007,9.749125657128204,2.5,26.95,76.98943480018544,1013.975,2.9905406423142513,16.023705636820846,1.4863265679744488,3.0500000000000007,-18.408049696214682,-1.4750000000000227,1.019882136682015,-1.1488009680553473,-0.9923788213187332
2025-01-01 00:00:00,Hyderabad,19.0,88.7457279474852,1015.0,0,0.0,1.0,0.017213356155834685,0.9998518392091162,1.6000000000000014,-3.1510601213299907,1.7000000000000455,1.6000000000000014,3.1510601213299907,1.7000000000000455,23.950000000000003,67.87434969435088,1014.875,4.853521058640486,22.323346480268047,2.101388429903767,3.049999999999997,-16.887578115443695,-2.7749999999999773,0.6284096297801371,-0.7564984655805267,-1.3205548483828904
2025-01-01 00:00:00,Kolkata,15.0,86.69713639932762,1015.8,0,0.0,1.0,0.017213356155834685,0.9998518392091162,1.1000000000000014,-7.471586366495117,1.8000000000000682,1.1000000000000014,7.471586366495117,1.8000000000000682,18.725,71.59991379698269,1015.725,3.8430673513050304,13.93570454814625,1.9032866310674323,2.674999999999997,-9.679832534003062,-2.3250000000000455,0.6960583979963874,-0.6946065630161574,-1.2215704878490183
2025-01-01 00:00:00,Mumbai,22.0,85.73573371041086,1013.0,0,0.0,1.0,0.017213356155834685,0.9998518392091162,0.6000000000000014,0.059842018966151045,1.8999999999999773,0.6000000000000014,0.059842018966151045,1.8999999999999773,27.0,66.97718928240667,1013.85,5.535341001239218,21.727647707096256,1.5588457268119607,2.3999999999999986,-12.387815246122273,-2.550000000000068,0.4335775457889867,-0.5701406264947761,-1.635824713321971
2025-01-01 00:00:00,New_Delhi,10.4,92.27398343475242,1019.2,0,0.0,1.0,0.017213356155834685,0.9998518392091162,-0.40000000000000036,-5.48291609186235,1.0,0.40000000000000036,5.48291609186235,1.0,12.05,80.44934126803327,1019.55,2.2649503305812253,10.77499329294255,1.3025615788386509,0.9499999999999993,3.2195314406178426,-1.75,0.4194350612188267,0.29879657966283885,-1.3435055086261414
2025-01-01 03:00:00,Chennai,24.8,84.97083781729286,1015.4,0,0.7071067811865476,0.7071067811865476,0.017213356155834685,0.9998518392091162,0.8000000000000007,-9.749125657128204,2.5,0.8000000000000007,9.749125657128204,2.5,26.95,76.98943480018544,1013.975,2.9905406423142513,16.023705636820846,1.4863265679744488,3.0500000000000007,-18.408049696214682,-1.4750000000000227,1.019882136682015,-1.1488009680553473,-0.9923788213187332
2025-01-01 03:00:00,Hyderabad,20.6,85.5946678261552,1016.7,0,0.7071067811865476,0.7071067811865476,0.017213356155834685,0.9998518392091162,1.6000000000000014,-3.1510601213299907,1.7000000000000455,1.6000000000000014,3.1510601213299907,1.7000000000000455,23.950000000000003,67.87434969435088,1014.875,4.853521058640486,22.323346480268047,2.101388429903767,3.049999999999997,-16.887578115443695,-2.7749999999999773,0.6284096297801371,-0.7564984655805267,-1.3205548483828904
2025-01-01 03:00:00,Kolkata,16.1,79.2255500328325,1017.6,0,0.7071067811865476,0.7071067811865476,0.017213356155834685,0.9998518392091162,1.1000000000000014,-7.471586366495117,1.8000000000000682,1.1000000000000014,7.471586366495117,1.8000000000000682,18.725,71.59991379698269,1015.725,3.8430673513050304,13.93570454814625,1.9032866310674323,2.674999999999997,-9.679832534003062,-2.3250000000000455,0.6960583979963874,-0.6946065630161574,-1.2215704878490183
2025-01-01 03:00:00,Mumbai,22.6,85.795575729377,1014.9,0,0.7071067811865476,0.7071067811865476,0.017213356155834685,0.9998518392091162,0.6000000000000014,0.059842018966151045,1.8999999999999773,0.6000000000000014,0.059842018966151045,1.8999999999999773,27.0,66.97718928240667,1013.85,5.535341001239218,21.727647707096256,1.5588457268119607,2.3999999999999986,-12.387815246122273,-2.550000000000068,0.4335775457889867,-0.5701406264947761,-1.635824713321971
2025-01-01 03:00:00,New_Delhi,10.0,86.79106734289007,1020.2,0,0.7071067811865476,0.7071067811865476,0.017213356155834685,0.9998518392091162,-0.40000000000000036,-5.48291609186235,1.0,0.40000000000000036,5.48291609186235,1.0,12.05,80.44934126803327,1019.55,2.2649503305812253,10.77499329294255,1.3025615788386509,0.9499999999999993,3.2195314406178426,-1.75,0.4194350612188267,0.29879657966283885,-1.3435055086261414
