Location,Time,Temperature_C,Humidity_Percent,Pressure_hPa
Mumbai,2025-01-04 12:00:00,28.6,50.118163902781596,1010.4
Mumbai,2025-01-04 13:00:00,27.0,44.83094235963196,
Mumbai,2025-01-04 14:00:00,27.0,47.821805415300325,
Mumbai,2025-01-04 15:00:00,23.0,74.39041066627999,1012.7
Mumbai,2025-01-04 16:00:00,27.0,36.82210986035996,
Mumbai,2025-01-04 17:00:00,26.0,41.72804915823505,
Mumbai,2025-01-04 18:00:00,20.2,71.12017585620825,1013.0
Mumbai,2025-01-04 19:00:00,25.0,50.46397557709502,
Mumbai,2025-01-04 20:00:00,25.0,53.83064226424435,
Mumbai,2025-01-04 21:00:00,20.4,74.42596717658931,1011.7
Mumbai,2025-01-04 22:00:00,24.0,60.93287150821879,
Mumbai,2025-01-04 23:00:00,24.0,57.150508542239244,
Mumbai,2025-01-05 00:00:00,20.4,74.42596717658931,1011.5
Mumbai,2025-01-05 01:00:00,24.0,47.01278154897936,
Mumbai,2025-01-05 02:00:00,25.0,44.281814632318536,
Mumbai,2025-01-05 03:00:00,21.0,76.44675215115228,1013.3
Mumbai,2025-01-05 04:00:00,26.0,41.72804915823505,
Mumbai,2025-01-05 05:00:00,27.0,36.82210986035996,
Mumbai,2025-01-05 06:00:00,29.4,37.493494410674884,1013.7
Mumbai,2025-01-05 07:00:00,30.0,35.28720543774307,
Mumbai,2025-01-05 08:00:00,30.0,37.66035915705599,
Mumbai,2025-01-05 09:00:00,30.8,42.237153447307406,1010.6
Mumbai,2025-01-05 10:00:00,29.0,45.37427975672665,
Mumbai,2025-01-05 11:00:00,27.0,54.33441603408858,
Mumbai,2025-01-05 12:00:00,26.4,60.71246271379855,1010.5
Mumbai,2025-01-05 13:00:00,25.0,65.14551045571683,
Mumbai,2025-01-05 14:00:00,25.0,65.14551045571683,
Mumbai,2025-01-05 15:00:00,25.0,72.89363172362464,1012.8
Mumbai,2025-01-05 16:00:00,25.0,61.16156608407452,
Mumbai,2025-01-05 17:00:00,25.0,61.16156608407452,
Mumbai,2025-01-05 18:00:00,23.6,66.93757991376943,1013.1
Mumbai,2025-01-05 19:00:00,24.0,57.150508542239244,
Mumbai,2025-01-05 20:00:00,24.0,57.150508542239244,
Mumbai,2025-01-05 21:00:00,20.6,74.4596174181464,1011.8
Mumbai,2025-01-05 22:00:00,22.0,60.47020638316778,
Mumbai,2025-01-05 23:00:00,22.0,60.47020638316778,
Mumbai,2025-01-06 00:00:00,20.0,72.470856291407,1011.8
Mumbai,2025-01-06 01:00:00,22.0,56.659698507038094,
Mumbai,2025-01-06 02:00:00,22.0,56.659698507038094,
Mumbai,2025-01-06 03:00:00,19.2,73.74476286331554,1014.0
Mumbai,2025-01-06 04:00:00,23.0,53.3200727790885,
Mumbai,2025-01-06 05:00:00,25.0,47.2840066651506,
Mumbai,2025-01-06 06:00:00,27.2,46.06110405973983,1014.2
Mumbai,2025-01-06 07:00:00,28.0,39.61807404744141,
Mumbai,2025-01-06 08:00:00,29.0,37.38203217205419,
Mumbai,2025-01-06 09:00:00,29.2,43.71989435390604,1011.1
Mumbai,2025-01-06 10:00:00,28.0,45.103334544997125,
Mumbai,2025-01-06 11:00:00,27.0,44.83094235963196,
Mumbai,2025-01-06 12:00:00,25.8,51.001308914571254,1010.8
Mumbai,2025-01-06 13:00:00,25.0,57.393288213137126,
Mumbai,2025-01-06 14:00:00,24.0,57.150508542239244,
Mumbai,2025-01-06 15:00:00,23.4,62.372120309898094,1012.7
Mumbai,2025-01-06 16:00:00,23.0,60.70242277903299,
Mumbai,2025-01-06 17:00:00,23.0,60.70242277903299,
Mumbai,2025-01-06 18:00:00,20.8,69.87255673728518,1013.5
Mumbai,2025-01-06 19:00:00,22.0,60.47020638316778,
Mumbai,2025-01-06 20:00:00,22.0,60.47020638316778,
Mumbai,2025-01-06 21:00:00,20.2,71.12017585620825,1012.3
Mumbai,2025-01-06 22:00:00,21.0,64.28724600863578,
Mumbai,2025-01-06 23:00:00,21.0,60.23620878051111,
Mumbai,2025-01-07 00:00:00,16.8,83.56210204241829,1012.3
Mumbai,2025-01-07 01:00:00,21.0,60.23620878051111,
Mumbai,2025-01-07 02:00:00,21.0,56.41164570214274,
Mumbai,2025-01-07 03:00:00,17.4,82.0261957179648,1014.2
Mumbai,2025-01-07 04:00:00,24.0,47.01278154897936,
Mumbai,2025-01-07 05:00:00,26.0,39.05844369993647,
Mumbai,2025-01-07 06:00:00,28.4,42.66751391898363,1014.1
Mumbai,2025-01-07 08:00:00,30.0,33.04672341225981,
Mumbai,2025-01-07 09:00:00,32.4,38.81437277218495,1010.2
Mumbai,2025-01-07 10:00:00,30.0,45.6437789332581,
Mumbai,2025-01-07 11:00:00,29.0,48.3534241765764,
Mumbai,2025-01-07 12:00:00,28.0,50.60007897036122,1009.8
Mumbai,2025-01-07 13:00:00,27.0,54.33441603408858,
Mumbai,2025-01-07 14:00:00,27.0,54.33441603408858,
Mumbai,2025-01-07 15:00:00,24.6,73.73484030490799,1011.7
